customer_id,signup_date,region,gender,age
278,2021-07-21,British Columbia,Female,24
279,2023-03-13,British Columbia,Male,43
280,2024-06-05,Alberta,Female,38
281,2023-05-12,Manitoba,Female,52
282,2025-03-02,Ontario,Male,25
283,2024-09-03,Quebec,Male,37
284,2022-08-15,Ontario,Male,56
285,2023-03-13,Quebec,Female,55
286,2024-05-06,Ontario,Female,41
287,2021-09-19,Quebec,Male,61
288,2021-05-22,Quebec,Female,20
289,2025-01-31,Ontario,Male,40
290,2022-03-18,Quebec,Male,19
291,2022-09-14,Ontario,Male,44
292,2024-11-02,Ontario,Female,24
293,2025-05-31,Alberta,Female,28
294,2022-08-15,Quebec,Male,41
295,2020-11-23,Ontario,Female,20
296,2022-10-14,Quebec,Male,52
297,2024-05-06,Alberta,Male,47
298,2023-08-10,Ontario,Female,47
299,2021-05-22,British Columbia,Female,18
300,2022-01-17,Ontario,Male,37
301,2022-05-17,Ontario,Male,36
302,2022-08-15,Quebec,Female,48
303,2023-10-09,Quebec,Female,35
304,2024-10-03,British Columbia,Female,52
305,2022-01-17,British Columbia,Female,58
306,2022-08-15,Nova Scotia,Male,62
307,2023-05-12,Quebec,Female,19
308,2021-06-21,Ontario,Female,41
309,2024-07-05,Alberta,Male,46
310,2023-07-11,Ontario,Male,29
311,2020-11-23,Quebec,Male,24
312,2024-03-07,Ontario,Female,31
313,2022-02-16,Ontario,Male,49
314,2022-06-16,Nova Scotia,Female,29
315,2022-01-17,Alberta,Female,24
316,2023-02-11,British Columbia,Female,19
317,2023-11-08,Quebec,Male,55
318,2025-04-01,Ontario,Male,62
319,2021-08-20,Ontario,Female,45
320,2021-03-23,Ontario,Male,31
321,2024-12-02,Quebec,Female,59
322,2021-04-22,British Columbia,Male,64
323,2020-10-24,British Columbia,Female,51
324,2024-04-06,Ontario,Male,36
325,2022-04-17,Saskatchewan,Female,23
326,2022-01-17,British Columbia,Male,61
327,2022-11-13,Quebec,Female,25
328,2020-08-25,British Columbia,Female,45
329,2020-07-26,Quebec,Female,58
330,2024-12-02,Ontario,Male,59
331,2022-06-16,Quebec,Male,52
332,2020-10-24,Alberta,Female,34
333,2025-05-01,Ontario,Male,41
334,2023-10-09,Ontario,Female,27
335,2021-01-22,Ontario,Male,26
336,2024-11-02,Ontario,Female,63
337,2021-09-19,Alberta,Male,53
338,2022-05-17,British Columbia,Female,42
339,2020-11-23,Quebec,Male,55
340,2021-07-21,Ontario,Female,23
341,2021-04-22,Quebec,Female,36
342,2020-10-24,Quebec,Female,44
343,2024-03-07,Ontario,Male,45
344,2024-02-06,Quebec,Male,29
345,2022-06-16,Quebec,Female,47
346,2021-11-18,British Columbia,Female,53
347,2025-04-01,British Columbia,Female,24
348,2025-03-02,Ontario,Female,61
349,2020-08-25,Quebec,Male,22
350,2022-01-17,British Columbia,Female,46
351,2023-02-11,Quebec,Female,55
352,2024-03-07,Alberta,Male,28
353,2024-02-06,British Columbia,Male,28
354,2022-09-14,Ontario,Female,28
355,2022-03-18,Ontario,Male,30
356,2020-11-23,British Columbia,Female,35
357,2025-05-01,Ontario,Male,28
358,2023-12-08,Quebec,Female,27
359,2021-09-19,Saskatchewan,Female,60
360,2020-07-26,Quebec,Male,22
361,2025-01-01,Quebec,Female,51
362,2024-10-03,British Columbia,Female,49
363,2022-02-16,Quebec,Male,30
364,2022-10-14,Quebec,Male,43
365,2022-02-16,Saskatchewan,Female,57
366,2023-01-12,Quebec,Female,56
367,2021-08-20,Nova Scotia,Female,62
368,2025-05-31,Manitoba,Male,29
369,2022-02-16,Ontario,Female,50
370,2023-01-12,Ontario,Female,54
371,2022-04-17,Ontario,Female,55
372,2022-06-16,Ontario,Female,30
373,2021-10-19,Ontario,Female,53
374,2024-05-06,British Columbia,Male,62
375,2022-08-15,Ontario,Female,57
376,2021-09-19,Ontario,Female,25
377,2024-02-06,Alberta,Male,34
378,2025-05-31,Ontario,Female,59
379,2025-05-01,Alberta,Male,35
380,2024-06-05,Ontario,Male,24
381,2021-10-19,Ontario,Female,21
382,2022-03-18,British Columbia,Female,50
383,2024-09-03,British Columbia,Male,53
384,2022-04-17,Manitoba,Male,27
385,2023-11-08,British Columbia,Male,23
386,2022-02-16,Alberta,Female,41
387,2022-02-16,Ontario,Male,54
388,2020-12-23,Ontario,Female,57
389,2022-06-16,Alberta,Male,46
390,2022-10-14,Alberta,Female,52
391,2022-11-13,Nova Scotia,Male,24
392,2025-04-01,Quebec,Male,45
393,2024-07-05,Quebec,Female,47
394,2024-05-06,Alberta,Female,24
395,2021-10-19,Ontario,Male,65
396,2021-03-23,Saskatchewan,Male,32
397,2022-07-16,Alberta,Female,39
398,2023-03-13,Quebec,Female,36
399,2020-10-24,Alberta,Male,57
400,2023-12-08,Alberta,Male,26
401,2022-05-17,Ontario,Male,54
402,2021-09-19,Manitoba,Female,54
403,2024-07-05,Quebec,Female,60
404,2024-03-07,Alberta,Female,45
405,2025-05-31,Ontario,Male,21
406,2023-04-12,Manitoba,Male,65
407,2022-02-16,Quebec,Female,21
408,2020-07-26,Ontario,Female,63
409,2021-06-21,Manitoba,Female,40
410,2024-10-03,Ontario,Female,31
411,2021-10-19,Ontario,Male,44
412,2021-04-22,Saskatchewan,Female,33
413,2020-11-23,Saskatchewan,Female,52
414,2023-06-11,Quebec,Female,25
415,2024-03-07,British Columbia,Female,33
416,2023-10-09,Quebec,Male,18
417,2024-08-04,Ontario,Female,63
418,2020-09-24,Ontario,Male,34
419,2022-09-14,British Columbia,Male,31
420,2021-12-18,Alberta,Female,28
421,2023-02-11,Alberta,Male,44
422,2023-01-12,Alberta,Female,30
423,2022-12-13,Ontario,Male,43
424,2023-07-11,Quebec,Male,36
425,2024-11-02,Ontario,Male,18
426,2021-12-18,Quebec,Female,46
427,2024-01-07,Quebec,Male,54
428,2021-03-23,Manitoba,Female,42
429,2024-07-05,Quebec,Female,39
430,2022-07-16,Ontario,Female,36
431,2020-09-24,Ontario,Female,19
432,2022-07-16,Alberta,Male,50
433,2024-10-03,British Columbia,Female,58
434,2023-02-11,Ontario,Female,43
435,2022-10-14,Ontario,Female,29
436,2020-09-24,British Columbia,Male,20
437,2022-09-14,Ontario,Female,57
438,2021-08-20,Alberta,Male,25
439,2023-08-10,British Columbia,Male,63
440,2023-06-11,Ontario,Male,42
441,2025-05-31,Ontario,Male,47
442,2024-12-02,Nova Scotia,Male,50
443,2024-12-02,Quebec,Male,23
444,2024-10-03,Quebec,Male,37
445,2025-05-31,Alberta,Female,18
446,2021-10-19,Saskatchewan,Male,64
447,2025-01-01,Nova Scotia,Female,20
448,2022-10-14,Alberta,Male,22
449,2021-11-18,Quebec,Female,59
450,2023-10-09,Ontario,Female,27
451,2023-04-12,Alberta,Female,24
452,2021-06-21,Quebec,Male,29
453,2023-01-12,Quebec,Male,53
454,2022-12-13,Manitoba,Male,38
455,2025-05-31,Ontario,Female,44
456,2025-05-01,Quebec,Female,51
457,2021-02-21,Ontario,Male,30
458,2021-03-23,Quebec,Male,22
459,2020-12-23,Ontario,Female,33
460,2025-05-31,Ontario,Female,24
461,2023-01-12,Ontario,Male,46
462,2025-05-31,British Columbia,Male,55
463,2020-09-24,British Columbia,Male,30
464,2022-08-15,Quebec,Male,30
465,2024-06-05,Nova Scotia,Male,45
466,2021-06-21,Quebec,Female,22
467,2022-05-17,Ontario,Female,58
468,2020-11-23,Alberta,Male,22
469,2025-04-01,Ontario,Male,59
470,2023-10-09,Nova Scotia,Female,56
471,2023-01-12,Ontario,Male,36
472,2023-01-12,Nova Scotia,Male,35
473,2021-06-21,Ontario,Male,61
474,2023-12-08,Manitoba,Female,48
475,2022-11-13,Quebec,Male,23
476,2022-03-18,Nova Scotia,Male,47
477,2021-02-21,Ontario,Male,61
478,2020-07-26,Quebec,Female,61
479,2020-08-25,Nova Scotia,Female,26
480,2024-04-06,Quebec,Female,25
481,2021-06-21,British Columbia,Female,22
482,2023-07-11,British Columbia,Female,30
483,2024-08-04,Quebec,Female,51
484,2023-11-08,British Columbia,Female,42
485,2023-06-11,Quebec,Male,25
486,2023-07-11,Manitoba,Female,25
487,2022-07-16,Ontario,Female,22
488,2024-08-04,Ontario,Male,46
489,2023-12-08,Saskatchewan,Male,24
490,2021-07-21,Manitoba,Female,43
491,2021-03-23,Quebec,Male,46
492,2021-11-18,British Columbia,Female,39
493,2023-09-09,Ontario,Male,35
494,2024-03-07,Ontario,Male,61
495,2022-05-17,Quebec,Male,51
496,2020-07-26,Quebec,Male,28
497,2021-11-18,Quebec,Female,26
498,2022-06-16,Ontario,Male,64
499,2023-07-11,Nova Scotia,Female,30
500,2022-09-14,Nova Scotia,Female,36
501,2021-12-18,British Columbia,Male,32
502,2024-12-02,Quebec,Male,45
503,2023-10-09,Ontario,Female,18
504,2023-04-12,Alberta,Female,34
505,2023-07-11,British Columbia,Male,23
506,2024-11-02,Ontario,Female,61
507,2022-04-17,Manitoba,Female,47
508,2022-10-14,Alberta,Female,31
509,2024-12-02,Saskatchewan,Male,25
510,2023-06-11,British Columbia,Female,24
511,2023-05-12,British Columbia,Male,59
512,2022-11-13,Quebec,Female,50
513,2021-10-19,Saskatchewan,Female,59
514,2021-03-23,Alberta,Male,55
515,2023-08-10,Ontario,Female,56
516,2023-07-11,Ontario,Female,61
517,2021-07-21,Quebec,Female,39
518,2024-04-06,Alberta,Female,64
519,2021-03-23,Nova Scotia,Female,35
520,2021-01-22,Ontario,Male,27
521,2023-02-11,Quebec,Female,46
522,2024-10-03,Quebec,Male,54
523,2024-04-06,Nova Scotia,Male,37
524,2020-11-23,Alberta,Female,27
525,2024-06-05,Alberta,Female,37
526,2024-04-06,Quebec,Male,27
527,2021-02-21,Quebec,Male,47
528,2024-09-03,Ontario,Female,63
529,2023-11-08,Ontario,Female,63
530,2024-08-04,Alberta,Male,30
531,2021-03-23,Alberta,Male,53
532,2020-08-25,Nova Scotia,Female,30
533,2022-11-13,Nova Scotia,Female,25
534,2024-06-05,Quebec,Male,18
535,2020-10-24,Alberta,Male,36
536,2024-02-06,Saskatchewan,Female,62
537,2025-03-02,Alberta,Female,64
538,2021-05-22,Ontario,Male,62
539,2023-09-09,Quebec,Female,22
540,2024-07-05,Ontario,Female,38
541,2021-09-19,Saskatchewan,Female,59
542,2025-01-31,British Columbia,Male,37
543,2022-03-18,Ontario,Male,35
544,2025-01-31,British Columbia,Male,28
545,2020-08-25,British Columbia,Male,23
546,2024-08-04,Quebec,Male,38
547,2023-11-08,Ontario,Female,51
548,2020-07-26,British Columbia,Male,46
549,2024-09-03,Quebec,Female,60
550,2021-06-21,Alberta,Female,60
551,2025-01-31,Quebec,Male,48
552,2023-05-12,Alberta,Male,36
553,2022-04-17,Quebec,Male,63
554,2025-04-01,Quebec,Male,26
555,2022-10-14,Manitoba,Male,30
556,2025-04-01,Quebec,Female,18
557,2021-12-18,Ontario,Male,24
558,2024-03-07,Ontario,Female,58
559,2020-07-26,Alberta,Female,38
560,2022-05-17,British Columbia,Female,28
561,2020-12-23,British Columbia,Female,27
562,2022-05-17,Ontario,Female,41
563,2024-05-06,Ontario,Male,58
564,2021-11-18,Ontario,Male,25
565,2025-01-31,Quebec,Female,41
566,2020-10-24,Quebec,Male,42
567,2025-04-01,Quebec,Female,61
568,2024-07-05,Quebec,Female,59
569,2025-01-01,Manitoba,Male,52
570,2021-10-19,Ontario,Male,32
571,2024-07-05,Quebec,Female,22
572,2025-03-02,Alberta,Male,36
573,2022-01-17,Quebec,Female,45
574,2021-02-21,British Columbia,Female,22
575,2023-10-09,Alberta,Male,23
576,2024-01-07,Saskatchewan,Female,30
577,2021-11-18,Ontario,Female,35
578,2023-11-08,Saskatchewan,Male,43
579,2023-11-08,Quebec,Male,49
580,2023-04-12,Ontario,Female,41
581,2023-09-09,Quebec,Female,54
582,2023-05-12,Nova Scotia,Female,55
583,2020-08-25,Quebec,Female,56
584,2022-09-14,Ontario,Male,25
585,2020-09-24,British Columbia,Female,53
586,2023-12-08,Ontario,Male,54
587,2022-04-17,Ontario,Male,63
588,2024-12-02,Ontario,Male,25
589,2021-03-23,Ontario,Male,29
590,2024-11-02,Ontario,Male,31
591,2025-05-01,Ontario,Female,52
592,2022-10-14,British Columbia,Male,55
593,2020-11-23,Ontario,Male,45
594,2024-06-05,Ontario,Male,18
595,2024-11-02,Manitoba,Male,61
596,2021-01-22,Quebec,Female,30
597,2024-04-06,British Columbia,Male,18
598,2023-07-11,Ontario,Female,39
599,2021-09-19,Ontario,Female,47
600,2021-06-21,Ontario,Female,60
601,2025-05-01,Ontario,Male,26
602,2024-07-05,Ontario,Male,25
603,2023-09-09,Ontario,Male,24
604,2020-09-24,Ontario,Female,38
605,2021-03-23,Ontario,Male,32
606,2025-05-31,Quebec,Male,19
607,2024-04-06,Ontario,Female,39
608,2021-04-22,Quebec,Male,45
609,2022-01-17,Quebec,Female,30
610,2024-04-06,British Columbia,Female,53
611,2022-01-17,Ontario,Female,42
612,2024-12-02,Alberta,Female,61
613,2022-10-14,British Columbia,Male,43
614,2021-02-21,Ontario,Male,45
615,2022-01-17,Manitoba,Female,20
616,2024-11-02,Saskatchewan,Female,29
617,2023-11-08,Ontario,Male,44
618,2021-01-22,Ontario,Male,33
619,2022-08-15,Alberta,Male,34
620,2023-07-11,British Columbia,Male,39
621,2021-05-22,Ontario,Male,60
622,2024-02-06,Ontario,Male,33
623,2022-11-13,Quebec,Female,36
624,2021-04-22,Quebec,Female,59
625,2020-08-25,British Columbia,Female,57
626,2025-04-01,Quebec,Male,33
627,2025-01-01,Quebec,Male,46
628,2021-08-20,British Columbia,Male,40
629,2024-08-04,Ontario,Male,56
630,2021-11-18,Ontario,Male,24
631,2023-01-12,British Columbia,Male,46
632,2020-11-23,Manitoba,Female,20
633,2025-01-01,Quebec,Female,64
634,2023-09-09,Quebec,Female,62
635,2021-06-21,Ontario,Female,22
636,2021-11-18,Quebec,Female,64
637,2023-01-12,Quebec,Male,57
638,2020-12-23,Ontario,Female,61
639,2021-04-22,Ontario,Male,22
640,2022-05-17,Quebec,Male,47
641,2025-01-01,Ontario,Female,31
642,2025-03-02,Ontario,Male,62
643,2022-04-17,Ontario,Female,56
644,2023-12-08,Ontario,Male,39
645,2022-03-18,Ontario,Male,41
646,2021-11-18,Manitoba,Male,55
647,2023-05-12,Quebec,Female,60
648,2025-03-02,British Columbia,Male,53
649,2023-04-12,Alberta,Male,50
650,2022-11-13,Quebec,Female,61
651,2021-03-23,Ontario,Female,32
652,2021-09-19,Quebec,Female,56
653,2022-03-18,Quebec,Male,42
654,2021-08-20,British Columbia,Male,50
655,2022-02-16,Quebec,Male,58
656,2024-04-06,Ontario,Female,43
657,2022-08-15,Ontario,Female,51
658,2020-12-23,Quebec,Male,36
659,2021-12-18,British Columbia,Male,54
660,2025-01-31,Quebec,Female,18
661,2023-03-13,Quebec,Female,22
662,2020-09-24,Nova Scotia,Male,65
663,2022-06-16,British Columbia,Male,29
664,2023-08-10,Ontario,Female,29
665,2022-04-17,Ontario,Male,24
666,2021-12-18,Ontario,Female,56
667,2024-09-03,Ontario,Female,19
668,2024-03-07,Ontario,Female,60
669,2021-08-20,Ontario,Female,24
670,2024-06-05,Ontario,Male,59
671,2023-03-13,Ontario,Male,33
672,2023-08-10,Manitoba,Male,20
673,2025-01-31,Ontario,Male,34
674,2020-07-26,Quebec,Female,34
675,2021-03-23,Quebec,Male,41
676,2023-12-08,Nova Scotia,Male,32
677,2024-07-05,Ontario,Male,21
678,2023-03-13,Quebec,Male,44
679,2024-06-05,Nova Scotia,Female,50
680,2023-04-12,Alberta,Female,41
681,2021-06-21,Alberta,Male,28
682,2024-03-07,Ontario,Female,41
683,2021-02-21,Ontario,Male,42
684,2021-08-20,British Columbia,Male,53
685,2022-04-17,Saskatchewan,Male,37
686,2022-04-17,Quebec,Female,49
687,2022-06-16,Quebec,Female,63
688,2021-04-22,Ontario,Female,37
689,2024-01-07,Alberta,Female,20
690,2021-09-19,Ontario,Male,39
691,2024-02-06,Ontario,Female,43
692,2023-04-12,Quebec,Male,20
693,2021-09-19,Quebec,Male,33
694,2021-03-23,Ontario,Male,33
695,2025-01-01,Ontario,Female,65
696,2021-06-21,British Columbia,Male,34
697,2023-04-12,Ontario,Male,44
698,2023-06-11,Quebec,Male,45
699,2024-05-06,Ontario,Male,20
700,2022-10-14,Quebec,Female,30
701,2025-01-01,Quebec,Female,31
702,2025-04-01,Ontario,Male,28
703,2020-09-24,Ontario,Female,31
704,2021-08-20,Ontario,Female,44
705,2025-03-02,Ontario,Female,41
706,2020-07-26,Nova Scotia,Male,42
707,2023-02-11,Ontario,Female,44
708,2023-06-11,Alberta,Male,39
709,2022-09-14,Ontario,Female,53
710,2024-03-07,British Columbia,Female,63
711,2024-11-02,Alberta,Female,42
712,2021-04-22,Quebec,Female,30
713,2022-09-14,Quebec,Male,30
714,2020-11-23,Quebec,Female,34
715,2022-01-17,Ontario,Female,41
716,2025-03-02,Saskatchewan,Male,25
717,2024-05-06,Alberta,Female,31
